Club,Game Played,W,D,L,+/-,Year,Pts,Pts Diff,Goal For,GF Diff,Goal Against,GA Diff,Expenditure,Arrivals,Income,Departures,Balance
Wigan,38,15,6,17,-7,2005,51,,45,,52,,€45.15m,41.0,€29.95m,43.0,-15200000.0
Wimbledon,38,7,12,19,-28,1999,33,-9.0,46,6.0,74,11.0,,,,,
Wimbledon,38,10,12,16,-23,1998,42,-2.0,40,6.0,63,17.0,,,,,
Wimbledon,38,10,14,14,-12,1997,44,-12.0,34,-15.0,46,-0.0,,,,,
Wimbledon,38,15,11,12,3,1996,56,15.0,49,-6.0,46,-24.0,,,,,
Wimbledon,38,10,11,17,-15,1995,41,-15.0,55,7.0,70,5.0,,,,,
Wimbledon,42,15,11,16,-17,1994,56,-9.0,48,-8.0,65,12.0,,,,,
Wimbledon,42,18,11,13,3,1993,65,,56,,53,,,,,,
Wolves,38,13,7,18,-15,2023,46,5.0,50,19.0,65,7.0,€88.00m,34.0,€169.20m,34.0,81200000.0
Wolves,38,11,8,19,-27,2022,41,-10.0,31,-7.0,58,15.0,€265.11m,58.0,€232.07m,61.0,-33040000.0
Wolves,38,15,6,17,-5,2021,51,6.0,38,2.0,43,-9.0,€214.71m,58.0,€94.67m,50.0,-120040000.0
Wolves,38,12,9,17,-16,2020,45,-14.0,36,-15.0,52,12.0,€125.19m,47.0,€111.00m,46.0,-14190000.0
Wolves,38,15,14,9,11,2019,59,2.0,51,4.0,40,-6.0,€204.29m,49.0,€103.30m,50.0,-100990000.0
Wolves,38,16,9,13,1,2018,57,,47,7.0,46,-36.0,€229.45m,63.0,€47.40m,72.0,-182050000.0
Wolves,38,5,10,23,-42,2011,25,-15.0,40,-6.0,82,16.0,€27.38m,63.0,€32.77m,64.0,5390000.0
Wolves,38,11,7,20,-20,2010,40,2.0,46,14.0,66,10.0,€32.27m,57.0,€9.04m,57.0,-23230000.0
Wolves,38,9,11,18,-24,2009,38,,32,-6.0,56,-21.0,€39.67m,60.0,€7.31m,51.0,-32360000.0
Wolves,38,7,12,19,-39,2003,33,,38,,77,,€13.90m,46.0,€1.37m,41.0,-12540000.0
